,Count,Hour,Temp,Humidity,Wind,Visibility,DewTemp,SolarRad,Rainfall,Snowfall,Seasons,Holiday,FuncDay,Day,WeekDay,Month,Year
1517,48.0,5.0,-6.8,61.0,0.2,1724.0,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1518,115.0,6.0,-7.0,62.0,1.3,1830.0,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1519,267.0,7.0,-7.4,62.0,1.5,1909.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1520,558.0,8.0,-7.4,58.0,2.2,1882.0,-14.2,0.01,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1521,280.0,9.0,-6.5,54.0,1.2,1541.0,-14.2,0.22,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1522,187.0,10.0,-4.1,43.0,1.2,1187.0,-14.8,0.59,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1523,234.0,11.0,-1.4,37.0,1.0,1317.0,-14.2,0.91,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1524,303.0,12.0,0.9,37.0,1.5,1283.0,-12.1,1.12,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1525,294.0,13.0,1.6,29.0,2.2,1662.0,-14.5,1.2,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1526,293.0,14.0,3.2,26.0,2.2,1499.0,-14.5,1.16,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1527,310.0,15.0,3.6,26.0,2.4,1687.0,-14.1,0.99,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1528,330.0,16.0,2.9,26.0,3.0,1968.0,-14.7,0.69,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1529,382.0,17.0,2.0,25.0,2.3,1998.0,-16.0,0.34,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1530,592.0,18.0,0.5,37.0,3.0,1733.0,-12.5,0.06,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1531,379.0,19.0,-0.5,43.0,2.5,1666.0,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1532,241.0,20.0,-1.3,51.0,2.4,1481.0,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1533,225.0,21.0,-2.0,61.0,1.7,1655.0,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1534,227.0,22.0,-2.4,63.0,1.3,1523.0,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1535,178.0,23.0,-2.6,69.0,2.0,1434.0,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018
1536,182.0,0.0,-2.5,69.0,2.2,1366.0,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1537,184.0,1.0,-2.3,71.0,3.2,1078.0,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1538,123.0,2.0,-3.4,82.0,4.2,184.0,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1539,60.0,3.0,-4.4,80.0,4.3,346.0,-7.3,0.0,0.1,0.1,Winter,No Holiday,Yes,3,Saturday,February,2018
1540,35.0,4.0,-5.6,74.0,4.0,387.0,-9.5,0.0,0.0,0.2,Winter,No Holiday,Yes,3,Saturday,February,2018
1541,31.0,5.0,-6.3,65.0,3.9,1521.0,-11.8,0.0,0.0,0.3,Winter,No Holiday,Yes,3,Saturday,February,2018
1542,33.0,6.0,-7.8,57.0,4.8,1867.0,-14.8,0.0,0.4,0.3,Winter,No Holiday,Yes,3,Saturday,February,2018
1543,67.0,7.0,-8.8,58.0,4.0,1942.0,-15.5,0.0,0.0,0.3,Winter,No Holiday,Yes,3,Saturday,February,2018
1544,116.0,8.0,-9.5,56.0,3.5,1979.0,-16.6,0.01,0.0,0.3,Winter,No Holiday,Yes,3,Saturday,February,2018
1545,168.0,9.0,-9.4,47.0,3.3,1995.0,-18.6,0.42,0.0,0.3,Winter,No Holiday,Yes,3,Saturday,February,2018
1546,144.0,10.0,-8.5,43.0,4.0,1797.0,-18.8,1.09,0.0,0.2,Winter,No Holiday,Yes,3,Saturday,February,2018
1547,195.0,11.0,-7.7,41.0,4.6,1984.0,-18.7,1.65,0.0,0.2,Winter,No Holiday,Yes,3,Saturday,February,2018
1548,192.0,12.0,-6.0,38.0,3.4,1930.0,-18.0,2.04,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1549,229.0,13.0,-5.8,38.0,3.7,1961.0,-17.8,2.25,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1550,196.0,14.0,-5.0,31.0,4.0,2000.0,-19.5,2.18,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1551,210.0,15.0,-4.5,31.0,4.3,1979.0,-19.1,1.91,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1552,205.0,16.0,-4.2,31.0,3.5,1974.0,-18.8,1.42,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1553,211.0,17.0,-5.6,32.0,4.6,2000.0,-19.7,0.53,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1554,175.0,18.0,-6.6,36.0,4.4,2000.0,-19.2,0.15,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1555,135.0,19.0,-7.6,32.0,4.8,2000.0,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1556,109.0,20.0,-8.5,31.0,4.1,2000.0,-22.6,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1557,107.0,21.0,-9.1,38.0,2.7,2000.0,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1558,92.0,22.0,-9.7,45.0,3.0,2000.0,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1559,91.0,23.0,-10.0,48.0,2.6,2000.0,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018
1560,98.0,0.0,-10.4,49.0,2.4,2000.0,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1561,90.0,1.0,-10.5,48.0,3.1,2000.0,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1562,60.0,2.0,-10.5,49.0,2.0,2000.0,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1563,54.0,3.0,-10.6,47.0,3.7,2000.0,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1564,35.0,4.0,-11.2,47.0,2.3,2000.0,-20.3,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1565,21.0,5.0,-11.5,51.0,3.3,1996.0,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1566,23.0,6.0,-11.8,54.0,2.4,1917.0,-19.2,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1567,34.0,7.0,-12.4,54.0,2.5,1790.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1568,70.0,8.0,-12.8,56.0,2.4,1507.0,-19.7,0.02,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1569,97.0,9.0,-12.4,51.0,3.8,1415.0,-20.4,0.38,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1570,103.0,10.0,-11.2,43.0,3.5,1359.0,-21.3,1.04,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1571,115.0,11.0,-9.7,37.0,2.8,1436.0,-21.6,1.57,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1572,165.0,12.0,-8.3,32.0,1.8,1295.0,-22.1,1.99,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1573,152.0,13.0,-8.3,34.0,4.0,1561.0,-21.4,2.22,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1574,177.0,14.0,-7.4,33.0,4.0,1713.0,-20.9,2.17,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1575,190.0,15.0,-6.4,30.0,4.9,1939.0,-21.1,1.89,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1576,181.0,16.0,-5.4,29.0,3.6,1979.0,-20.6,1.4,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1577,184.0,17.0,-5.9,27.0,3.6,1974.0,-21.9,0.81,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1578,154.0,18.0,-7.0,26.0,4.1,2000.0,-23.3,0.16,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1579,124.0,19.0,-7.7,31.0,3.3,2000.0,-21.9,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1580,98.0,20.0,-8.2,28.0,3.5,2000.0,-23.5,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1581,107.0,21.0,-8.9,35.0,3.2,2000.0,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1582,78.0,22.0,-9.7,45.0,1.3,2000.0,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1583,77.0,23.0,-10.3,48.0,2.0,2000.0,-19.2,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018
1584,82.0,0.0,-10.5,52.0,2.4,2000.0,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1585,52.0,1.0,-11.2,54.0,1.0,2000.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1586,39.0,2.0,-11.2,55.0,1.5,2000.0,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1587,33.0,3.0,-11.3,54.0,0.6,2000.0,-18.7,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1588,20.0,4.0,-11.7,51.0,1.2,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1589,37.0,5.0,-11.6,45.0,2.4,2000.0,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1590,110.0,6.0,-11.5,40.0,2.3,2000.0,-22.4,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1591,227.0,7.0,-11.6,44.0,1.6,2000.0,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1592,433.0,8.0,-11.5,40.0,2.8,2000.0,-22.4,0.02,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1593,216.0,9.0,-11.1,38.0,2.4,1945.0,-22.6,0.43,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1594,123.0,10.0,-9.6,32.0,3.7,2000.0,-23.2,1.14,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1595,156.0,11.0,-8.5,27.0,4.7,1894.0,-24.2,1.73,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1596,157.0,12.0,-7.8,28.0,4.1,2000.0,-23.1,2.12,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1597,169.0,13.0,-7.0,25.0,4.2,1999.0,-23.7,2.29,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1598,170.0,14.0,-6.4,24.0,4.6,1970.0,-23.7,2.23,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1599,169.0,15.0,-5.7,25.0,4.4,1995.0,-22.6,1.94,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1600,199.0,16.0,-5.4,25.0,3.4,1985.0,-22.3,1.44,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1601,225.0,17.0,-6.4,28.0,4.5,2000.0,-21.9,0.81,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1602,388.0,18.0,-7.6,29.0,3.5,2000.0,-22.6,0.16,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1603,246.0,19.0,-8.3,29.0,4.1,2000.0,-23.2,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1604,206.0,20.0,-9.1,35.0,3.8,2000.0,-21.7,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1605,177.0,21.0,-9.8,41.0,3.9,1949.0,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1606,183.0,22.0,-10.3,43.0,3.7,1876.0,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1607,115.0,23.0,-10.5,47.0,2.8,1794.0,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018
1608,126.0,0.0,-10.6,47.0,3.5,1803.0,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1609,87.0,1.0,-10.9,36.0,3.3,2000.0,-23.0,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1610,59.0,2.0,-11.2,36.0,2.9,1981.0,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1611,36.0,3.0,-11.6,35.0,3.2,1992.0,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1612,32.0,4.0,-12.0,36.0,2.7,1998.0,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1613,40.0,5.0,-12.3,37.0,2.9,2000.0,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1614,94.0,6.0,-12.5,40.0,3.4,1991.0,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1615,213.0,7.0,-12.7,41.0,3.7,1982.0,-23.2,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1616,438.0,8.0,-12.7,41.0,3.1,2000.0,-23.2,0.02,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1617,217.0,9.0,-12.3,39.0,3.7,1984.0,-23.4,0.45,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1618,128.0,10.0,-11.3,35.0,4.2,1848.0,-23.7,1.15,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1619,175.0,11.0,-9.9,32.0,3.3,1863.0,-23.5,1.72,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1620,172.0,12.0,-8.2,31.0,2.7,1858.0,-22.3,2.09,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1621,165.0,13.0,-7.5,28.0,4.3,1904.0,-22.9,2.3,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1622,147.0,14.0,-7.0,26.0,4.4,1986.0,-23.3,2.24,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1623,171.0,15.0,-5.9,25.0,3.1,1936.0,-22.8,1.93,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1624,175.0,16.0,-5.9,24.0,3.5,2000.0,-23.2,1.44,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1625,227.0,17.0,-6.6,29.0,2.5,2000.0,-21.7,0.68,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1626,392.0,18.0,-7.6,36.0,3.3,2000.0,-20.1,0.11,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1627,251.0,19.0,-8.4,37.0,4.0,2000.0,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1628,193.0,20.0,-9.6,34.0,2.6,2000.0,-22.5,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1629,175.0,21.0,-10.6,39.0,3.1,2000.0,-21.9,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1630,169.0,22.0,-11.1,43.0,1.8,1960.0,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1631,106.0,23.0,-11.8,46.0,1.1,1860.0,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018
1632,116.0,0.0,-12.3,47.0,0.4,1848.0,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1633,96.0,1.0,-12.3,47.0,1.9,1837.0,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1634,83.0,2.0,-12.5,50.0,1.0,1722.0,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1635,51.0,3.0,-12.5,49.0,1.5,1885.0,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1636,34.0,4.0,-13.1,54.0,0.7,1369.0,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1637,45.0,5.0,-13.0,53.0,0.7,1810.0,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1638,92.0,6.0,-13.2,50.0,0.5,1873.0,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1639,214.0,7.0,-13.2,56.0,0.9,1665.0,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1640,469.0,8.0,-13.3,60.0,0.6,1598.0,-19.4,0.02,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1641,237.0,9.0,-12.0,50.0,1.3,1523.0,-20.3,0.43,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1642,155.0,10.0,-9.6,39.0,0.7,1580.0,-21.0,1.06,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1643,176.0,11.0,-7.0,28.0,3.3,1829.0,-22.4,1.56,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1644,188.0,12.0,-6.0,24.0,2.6,1964.0,-23.3,1.97,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1645,228.0,13.0,-4.5,23.0,2.6,1937.0,-22.5,2.12,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1646,199.0,14.0,-3.5,20.0,1.5,1976.0,-23.2,2.02,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1647,221.0,15.0,-2.1,20.0,2.3,1961.0,-22.1,1.87,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1648,240.0,16.0,-1.7,18.0,2.0,1919.0,-22.9,1.41,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1649,320.0,17.0,-2.3,20.0,2.2,1994.0,-22.2,0.77,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1650,448.0,18.0,-4.0,27.0,2.5,2000.0,-20.2,0.16,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1651,280.0,19.0,-5.2,33.0,2.6,2000.0,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1652,218.0,20.0,-5.8,44.0,2.1,1994.0,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1653,223.0,21.0,-6.3,48.0,2.2,1965.0,-15.5,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1654,200.0,22.0,-6.8,50.0,1.7,1856.0,-15.5,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1655,164.0,23.0,-7.6,50.0,1.0,1839.0,-16.2,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018
1656,136.0,0.0,-8.2,50.0,1.1,1850.0,-16.8,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1657,126.0,1.0,-8.5,60.0,1.2,1908.0,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1658,103.0,2.0,-8.3,65.0,0.4,1750.0,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1659,57.0,3.0,-8.6,64.0,0.9,1754.0,-14.1,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1660,46.0,4.0,-9.0,54.0,0.6,1833.0,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1661,39.0,5.0,-9.0,56.0,0.4,1678.0,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1662,99.0,6.0,-9.3,61.0,0.7,1684.0,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1663,255.0,7.0,-9.6,67.0,1.0,1503.0,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1664,507.0,8.0,-9.7,65.0,0.8,1508.0,-15.0,0.02,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1665,270.0,9.0,-8.5,55.0,1.0,1482.0,-15.9,0.4,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1666,160.0,10.0,-6.3,46.0,1.3,1346.0,-16.0,1.01,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1667,217.0,11.0,-3.1,39.0,1.2,1495.0,-15.1,1.54,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1668,253.0,12.0,-1.5,35.0,1.2,1551.0,-15.0,1.9,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1669,270.0,13.0,0.3,30.0,1.4,1697.0,-15.2,2.11,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1670,253.0,14.0,0.9,25.0,2.4,1730.0,-16.9,2.09,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1671,286.0,15.0,1.4,25.0,2.2,1686.0,-16.5,1.81,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1672,284.0,16.0,2.0,25.0,2.3,1755.0,-16.0,1.3,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1673,337.0,17.0,1.5,24.0,1.9,1788.0,-16.9,0.72,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1674,564.0,18.0,-0.5,26.0,1.7,1999.0,-17.7,0.15,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1675,378.0,19.0,-1.8,35.0,1.4,1558.0,-15.2,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1676,277.0,20.0,-2.8,40.0,1.5,1593.0,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1677,268.0,21.0,-3.3,42.0,1.1,1596.0,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1678,233.0,22.0,-3.9,41.0,0.4,1462.0,-15.2,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1679,195.0,23.0,-4.3,44.0,0.7,1247.0,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Thursday,February,2018
1680,178.0,0.0,-4.6,38.0,0.1,1551.0,-16.7,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1681,159.0,1.0,-4.8,44.0,1.1,1432.0,-15.2,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1682,107.0,2.0,-5.1,47.0,0.9,1460.0,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1683,78.0,3.0,-5.2,48.0,0.7,1309.0,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1684,46.0,4.0,-4.4,47.0,0.9,1343.0,-14.0,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1685,36.0,5.0,-4.2,44.0,1.1,1196.0,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1686,117.0,6.0,-4.0,41.0,0.8,1242.0,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1687,273.0,7.0,-3.6,42.0,0.9,1258.0,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1688,589.0,8.0,-3.3,39.0,0.9,1279.0,-15.3,0.02,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1689,308.0,9.0,-2.4,36.0,1.2,1276.0,-15.4,0.2,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1690,199.0,10.0,-1.3,34.0,0.5,1192.0,-15.1,0.32,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1691,238.0,11.0,-0.2,31.0,0.8,1269.0,-15.3,0.5,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1692,260.0,12.0,1.6,28.0,0.5,1193.0,-14.9,0.88,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1693,268.0,13.0,2.6,27.0,0.8,1120.0,-14.5,0.82,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1694,283.0,14.0,4.0,25.0,0.9,1009.0,-14.3,1.06,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1695,315.0,15.0,5.0,24.0,1.0,1037.0,-13.9,1.16,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1696,319.0,16.0,6.0,28.0,1.7,1183.0,-11.1,1.03,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1697,422.0,17.0,4.8,38.0,3.0,1582.0,-8.3,0.47,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1698,659.0,18.0,4.1,40.0,2.1,1327.0,-8.3,0.1,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1699,407.0,19.0,3.3,58.0,1.7,1024.0,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1700,308.0,20.0,3.0,61.0,1.9,842.0,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1701,243.0,21.0,2.9,63.0,1.0,786.0,-3.4,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1702,263.0,22.0,2.5,66.0,1.1,759.0,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1703,193.0,23.0,2.0,70.0,0.7,689.0,-2.9,0.0,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018
1704,197.0,0.0,1.5,71.0,1.1,590.0,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Saturday,February,2018
1705,237.0,1.0,1.7,71.0,1.2,584.0,-3.0,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Saturday,February,2018
1706,169.0,2.0,1.9,71.0,1.5,584.0,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Saturday,February,2018
1707,145.0,3.0,2.0,71.0,1.2,534.0,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Saturday,February,2018
1708,79.0,4.0,1.9,74.0,1.2,514.0,-2.2,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Saturday,February,2018
1709,41.0,5.0,1.8,75.0,2.0,484.0,-2.1,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Saturday,February,2018
1710,48.0,6.0,1.6,78.0,1.6,448.0,-1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Saturday,February,2018
